x,y,color,condition
279,0.2,Bias 2,non-social
280,0,Bias 2,non-social
281,0,Bias 2,non-social
282,0.4,Bias 2,non-social
283,0,Bias 2,non-social
284,0.2,Bias 2,non-social
285,0,Bias 2,non-social
286,0,Bias 2,non-social
287,0.8,Bias 2,non-social
288,0.2,Bias 2,non-social
289,0,Bias 2,non-social
290,0.2,Bias 2,non-social
291,0.4,Bias 2,non-social
292,0.6,Bias 2,non-social
293,0,Bias 2,non-social
294,0,Bias 2,non-social
295,0,Bias 2,non-social
296,0.2,Bias 2,non-social
297,0.4,Bias 2,non-social
298,0.4,Bias 2,non-social
299,0,Bias 2,non-social
300,0,Bias 2,non-social
301,0,Bias 2,non-social
302,0,Bias 2,non-social
303,0,Bias 2,non-social
304,0.2,Bias 2,non-social
305,0.8,Bias 2,non-social
306,0,Bias 2,non-social
307,0,Bias 2,non-social
308,0,Bias 2,non-social
309,0,Bias 2,non-social
310,0,Bias 2,non-social
311,0,Bias 2,non-social
312,0,Bias 2,non-social
313,0,Bias 2,non-social
314,0,Bias 2,non-social
315,0,Bias 2,non-social
316,0,Bias 2,non-social
317,0,Bias 2,non-social
318,0,Bias 2,non-social
319,0,Bias 2,non-social
320,0,Bias 2,non-social
321,0,Bias 2,non-social
322,0.2,Bias 2,non-social
323,0,Bias 2,non-social
324,0.4,Bias 2,non-social
325,0.4,Bias 2,non-social
326,1.2,Bias 2,non-social
327,2.4,Bias 2,non-social
328,1.4000000000000001,Bias 2,non-social
329,1.6,Bias 2,non-social
330,2.8000000000000003,Bias 2,non-social
331,0.8,Bias 2,non-social
332,2.6,Bias 2,non-social
333,2.1999999999999997,Bias 2,non-social
334,1.6,Bias 2,non-social
335,0.8,Bias 2,non-social
336,0,Bias 2,non-social
337,0.6,Bias 2,non-social
338,0.8,Bias 2,non-social
339,1,Bias 2,non-social
340,0.8,Bias 2,non-social
341,1.2,Bias 2,non-social
342,1,Bias 2,non-social
343,0.6,Bias 2,non-social
344,0.2,Bias 2,non-social
345,0,Bias 2,non-social
346,0,Bias 2,non-social
347,0,Bias 2,non-social
348,0,Bias 2,non-social
349,0,Bias 2,non-social
350,0,Bias 2,non-social
351,0.2,Bias 2,non-social
352,0,Bias 2,non-social
353,0.8,Bias 2,non-social
354,0.4,Bias 2,non-social
355,0,Bias 2,non-social
356,0.6,Bias 2,non-social
357,0.2,Bias 2,non-social
358,0.4,Bias 2,non-social
359,0.8,Bias 2,non-social
360,1.4000000000000001,Bias 2,non-social
361,1.2,Bias 2,non-social
362,0.8,Bias 2,non-social
363,0.4,Bias 2,non-social
364,0.4,Bias 2,non-social
365,0.4,Bias 2,non-social
366,0.4,Bias 2,non-social
367,0.4,Bias 2,non-social
368,1,Bias 2,non-social
369,1,Bias 2,non-social
370,0.4,Bias 2,non-social
371,0.6,Bias 2,non-social
372,1,Bias 2,non-social
373,0.2,Bias 2,non-social
374,0,Bias 2,non-social
375,0.2,Bias 2,non-social
376,0.2,Bias 2,non-social
377,0,Bias 2,non-social
378,0,Bias 2,non-social
379,0,Bias 2,non-social
380,0,Bias 2,non-social
381,0,Bias 2,non-social
382,0.2,Bias 2,non-social
383,0,Bias 2,non-social
384,0,Bias 2,non-social
385,0,Bias 2,non-social
386,0,Bias 2,non-social
387,0,Bias 2,non-social
388,0,Bias 2,non-social
389,0,Bias 2,non-social
390,0,Bias 2,non-social
391,0,Bias 2,non-social
392,0,Bias 2,non-social
393,0,Bias 2,non-social
394,0.4,Bias 2,non-social
395,0.4,Bias 2,non-social
396,0.2,Bias 2,non-social
397,0.2,Bias 2,non-social
398,0.2,Bias 2,non-social
399,0,Bias 2,non-social
400,0,Bias 2,non-social
0,0.4,Bias 5,non-social
1,0,Bias 5,non-social
2,0,Bias 5,non-social
3,0,Bias 5,non-social
4,0,Bias 5,non-social
5,0.4,Bias 5,non-social
6,0,Bias 5,non-social
7,0,Bias 5,non-social
8,0.4,Bias 5,non-social
9,0.2,Bias 5,non-social
10,0,Bias 5,non-social
11,0,Bias 5,non-social
12,0.2,Bias 5,non-social
13,0,Bias 5,non-social
14,0.2,Bias 5,non-social
15,0,Bias 5,non-social
16,0.2,Bias 5,non-social
17,0,Bias 5,non-social
18,1,Bias 5,non-social
19,0.8,Bias 5,non-social
20,0.8,Bias 5,non-social
21,0.8,Bias 5,non-social
22,0.8,Bias 5,non-social
23,1,Bias 5,non-social
24,1,Bias 5,non-social
25,0,Bias 5,non-social
26,0.4,Bias 5,non-social
27,0,Bias 5,non-social
28,0.2,Bias 5,non-social
29,0.4,Bias 5,non-social
30,0,Bias 5,non-social
31,0,Bias 5,non-social
32,0,Bias 5,non-social
33,0,Bias 5,non-social
34,0,Bias 5,non-social
35,0,Bias 5,non-social
36,0,Bias 5,non-social
37,0,Bias 5,non-social
38,0,Bias 5,non-social
39,0,Bias 5,non-social
40,0.2,Bias 5,non-social
41,0,Bias 5,non-social
42,0,Bias 5,non-social
43,0,Bias 5,non-social
44,0,Bias 5,non-social
45,0,Bias 5,non-social
46,0.2,Bias 5,non-social
47,0.2,Bias 5,non-social
48,0.2,Bias 5,non-social
49,0.2,Bias 5,non-social
50,0,Bias 5,non-social
51,0.4,Bias 5,non-social
52,0.2,Bias 5,non-social
53,0.2,Bias 5,non-social
54,0.2,Bias 5,non-social
55,0,Bias 5,non-social
56,0,Bias 5,non-social
57,0.4,Bias 5,non-social
58,0,Bias 5,non-social
59,0,Bias 5,non-social
60,0,Bias 5,non-social
61,0,Bias 5,non-social
62,0,Bias 5,non-social
63,0,Bias 5,non-social
64,0,Bias 5,non-social
65,0,Bias 5,non-social
66,0.2,Bias 5,non-social
67,0.4,Bias 5,non-social
68,0,Bias 5,non-social
69,0.2,Bias 5,non-social
70,0,Bias 5,non-social
71,0.2,Bias 5,non-social
72,0.4,Bias 5,non-social
73,0,Bias 5,non-social
74,0,Bias 5,non-social
75,0,Bias 5,non-social
76,0.2,Bias 5,non-social
77,0.4,Bias 5,non-social
78,0.6,Bias 5,non-social
79,0,Bias 5,non-social
80,0,Bias 5,non-social
81,0,Bias 5,non-social
82,0.2,Bias 5,non-social
83,0.2,Bias 5,non-social
84,0.8,Bias 5,non-social
85,0.6,Bias 5,non-social
86,1,Bias 5,non-social
87,1.4000000000000001,Bias 5,non-social
88,1.2,Bias 5,non-social
89,2,Bias 5,non-social
90,1.7999999999999998,Bias 5,non-social
91,2.8000000000000003,Bias 5,non-social
92,1.7999999999999998,Bias 5,non-social
93,1,Bias 5,non-social
94,1.6,Bias 5,non-social
95,1.4000000000000001,Bias 5,non-social
96,0.8,Bias 5,non-social
97,1.4000000000000001,Bias 5,non-social
98,1.2,Bias 5,non-social
99,1,Bias 5,non-social
100,1,Bias 5,non-social
101,0.4,Bias 5,non-social
102,0.8,Bias 5,non-social
103,0.8,Bias 5,non-social
104,0.4,Bias 5,non-social
105,0.6,Bias 5,non-social
106,0.4,Bias 5,non-social
107,0.4,Bias 5,non-social
108,0,Bias 5,non-social
109,0.2,Bias 5,non-social
110,0.2,Bias 5,non-social
111,0.2,Bias 5,non-social
112,0.2,Bias 5,non-social
113,0,Bias 5,non-social
114,0,Bias 5,non-social
115,0,Bias 5,non-social
116,0,Bias 5,non-social
117,0,Bias 5,non-social
118,0,Bias 5,non-social
119,0,Bias 5,non-social
120,0,Bias 5,non-social
121,0,Bias 5,non-social
122,0,Bias 5,non-social
123,0,Bias 5,non-social
124,0.2,Bias 5,non-social
125,0.2,Bias 5,non-social
126,0.4,Bias 5,non-social
127,0,Bias 5,non-social
128,0,Bias 5,non-social
129,0.4,Bias 5,non-social
130,1,Bias 5,non-social
131,0.6,Bias 5,non-social
132,0.6,Bias 5,non-social
133,0.4,Bias 5,non-social
134,0.2,Bias 5,non-social
135,0.2,Bias 5,non-social
136,0.8,Bias 5,non-social
137,0.8,Bias 5,non-social
138,1,Bias 5,non-social
139,1.7999999999999998,Bias 5,non-social
140,2.6,Bias 5,non-social
141,2.6,Bias 5,non-social
142,1.4000000000000001,Bias 5,non-social
143,1.7999999999999998,Bias 5,non-social
144,2,Bias 5,non-social
145,1.7999999999999998,Bias 5,non-social
146,3.4000000000000004,Bias 5,non-social
147,1,Bias 5,non-social
148,2.1999999999999997,Bias 5,non-social
149,1.6,Bias 5,non-social
150,2.6,Bias 5,non-social
151,1.4000000000000001,Bias 5,non-social
152,0.8,Bias 5,non-social
153,1,Bias 5,non-social
154,0.8,Bias 5,non-social
155,0.4,Bias 5,non-social
156,0.6,Bias 5,non-social
157,1.6,Bias 5,non-social
158,0.4,Bias 5,non-social
159,0.2,Bias 5,non-social
160,0.8,Bias 5,non-social
161,0.2,Bias 5,non-social
162,0,Bias 5,non-social
163,0.2,Bias 5,non-social
164,0.4,Bias 5,non-social
165,0.6,Bias 5,non-social
166,0.8,Bias 5,non-social
167,0,Bias 5,non-social
168,0.2,Bias 5,non-social
169,0.4,Bias 5,non-social
170,0.4,Bias 5,non-social
171,0.6,Bias 5,non-social
172,0.2,Bias 5,non-social
173,0.2,Bias 5,non-social
174,0,Bias 5,non-social
175,0,Bias 5,non-social
176,0,Bias 5,non-social
177,0,Bias 5,non-social
178,0,Bias 5,non-social
179,0,Bias 5,non-social
180,0,Bias 5,non-social
181,0,Bias 5,non-social
182,0,Bias 5,non-social
183,0,Bias 5,non-social
184,0,Bias 5,non-social
185,0,Bias 5,non-social
186,0,Bias 5,non-social
187,0,Bias 5,non-social
188,0.2,Bias 5,non-social
189,0.2,Bias 5,non-social
190,0,Bias 5,non-social
191,0,Bias 5,non-social
192,0,Bias 5,non-social
193,0,Bias 5,non-social
194,0,Bias 5,non-social
195,0,Bias 5,non-social
196,0,Bias 5,non-social
197,0,Bias 5,non-social
198,0,Bias 5,non-social
199,0,Bias 5,non-social
200,0,Bias 5,non-social
201,0,Bias 5,non-social
202,0,Bias 5,non-social
203,0,Bias 5,non-social
204,0,Bias 5,non-social
205,0.2,Bias 5,non-social
206,0.2,Bias 5,non-social
207,0.4,Bias 5,non-social
208,0.2,Bias 5,non-social
209,0,Bias 5,non-social
210,0,Bias 5,non-social
211,0,Bias 5,non-social
212,0,Bias 5,non-social
213,0,Bias 5,non-social
214,0,Bias 5,non-social
215,0,Bias 5,non-social
216,0,Bias 5,non-social
217,0,Bias 5,non-social
218,0,Bias 5,non-social
219,0,Bias 5,non-social
220,0,Bias 5,non-social
221,0.2,Bias 5,non-social
222,0.2,Bias 5,non-social
223,0.4,Bias 5,non-social
224,0,Bias 5,non-social
225,0,Bias 5,non-social
226,0.4,Bias 5,non-social
227,0.2,Bias 5,non-social
228,0.2,Bias 5,non-social
229,0.6,Bias 5,non-social
230,0,Bias 5,non-social
231,0.8,Bias 5,non-social
232,1,Bias 5,non-social
233,0.2,Bias 5,non-social
234,0.2,Bias 5,non-social
235,0.4,Bias 5,non-social
236,0,Bias 5,non-social
237,0.6,Bias 5,non-social
238,0,Bias 5,non-social
239,0,Bias 5,non-social
240,0,Bias 5,non-social
241,0,Bias 5,non-social
242,0.2,Bias 5,non-social
243,0,Bias 5,non-social
244,0.4,Bias 5,non-social
245,0.2,Bias 5,non-social
246,0,Bias 5,non-social
247,0,Bias 5,non-social
248,0,Bias 5,non-social
249,0,Bias 5,non-social
250,0,Bias 5,non-social
251,0.2,Bias 5,non-social
252,0.2,Bias 5,non-social
253,1,Bias 5,non-social
254,0.4,Bias 5,non-social
255,0.2,Bias 5,non-social
256,1,Bias 5,non-social
257,0.2,Bias 5,non-social
258,0.4,Bias 5,non-social
259,0.4,Bias 5,non-social
260,0.2,Bias 5,non-social
261,1,Bias 5,non-social
262,1.7999999999999998,Bias 5,non-social
263,0.8,Bias 5,non-social
264,0.8,Bias 5,non-social
265,0.2,Bias 5,non-social
266,0.6,Bias 5,non-social
267,0.4,Bias 5,non-social
268,0,Bias 5,non-social
269,0.2,Bias 5,non-social
270,0,Bias 5,non-social
271,0,Bias 5,non-social
272,0,Bias 5,non-social
273,0,Bias 5,non-social
274,0,Bias 5,non-social
275,0,Bias 5,non-social
276,0,Bias 5,non-social
277,0.2,Bias 5,non-social
278,0.4,Bias 5,non-social
279,0,Bias 5,non-social
280,0,Bias 5,non-social
281,0,Bias 5,non-social
282,0.2,Bias 5,non-social
283,0.2,Bias 5,non-social
284,0,Bias 5,non-social
285,0,Bias 5,non-social
286,0.6,Bias 5,non-social
287,0.2,Bias 5,non-social
288,0,Bias 5,non-social
289,0.2,Bias 5,non-social
290,0.2,Bias 5,non-social
291,0,Bias 5,non-social
292,0,Bias 5,non-social
293,0,Bias 5,non-social
294,0,Bias 5,non-social
295,0,Bias 5,non-social
296,0,Bias 5,non-social
297,0,Bias 5,non-social
298,0,Bias 5,non-social
299,0,Bias 5,non-social
300,0,Bias 5,non-social
301,0,Bias 5,non-social
302,0,Bias 5,non-social
303,0,Bias 5,non-social
304,0,Bias 5,non-social
305,0,Bias 5,non-social
306,0,Bias 5,non-social
307,0,Bias 5,non-social
308,0,Bias 5,non-social
309,0,Bias 5,non-social
310,0,Bias 5,non-social
311,0,Bias 5,non-social
312,0,Bias 5,non-social
313,0,Bias 5,non-social
314,0,Bias 5,non-social
315,0,Bias 5,non-social
316,0,Bias 5,non-social
317,0,Bias 5,non-social
318,0,Bias 5,non-social
319,0.2,Bias 5,non-social
320,0.2,Bias 5,non-social
321,0.2,Bias 5,non-social
322,0,Bias 5,non-social
323,0.2,Bias 5,non-social
324,0.6,Bias 5,non-social
325,0.2,Bias 5,non-social
326,1,Bias 5,non-social
327,0.8,Bias 5,non-social
328,1.2,Bias 5,non-social
329,1.4000000000000001,Bias 5,non-social
330,1,Bias 5,non-social
331,1.7999999999999998,Bias 5,non-social
332,0.8,Bias 5,non-social
333,1,Bias 5,non-social
334,0.6,Bias 5,non-social
335,1,Bias 5,non-social
336,0.2,Bias 5,non-social
337,0.6,Bias 5,non-social
338,1.4000000000000001,Bias 5,non-social
339,0.4,Bias 5,non-social
340,0.6,Bias 5,non-social
341,1,Bias 5,non-social
342,0.4,Bias 5,non-social
343,0.4,Bias 5,non-social
344,0.8,Bias 5,non-social
345,0,Bias 5,non-social
346,0,Bias 5,non-social
347,0,Bias 5,non-social
348,0.2,Bias 5,non-social
349,0,Bias 5,non-social
350,0,Bias 5,non-social
351,0,Bias 5,non-social
352,0,Bias 5,non-social
353,0.6,Bias 5,non-social
354,0.2,Bias 5,non-social
355,0.4,Bias 5,non-social
356,0.4,Bias 5,non-social
357,0.8,Bias 5,non-social
358,0,Bias 5,non-social
359,0.6,Bias 5,non-social
360,1,Bias 5,non-social
361,0.4,Bias 5,non-social
362,0.6,Bias 5,non-social
363,0.2,Bias 5,non-social
364,0.2,Bias 5,non-social
365,0.4,Bias 5,non-social
366,0.2,Bias 5,non-social
367,0.2,Bias 5,non-social
368,0.4,Bias 5,non-social
369,1,Bias 5,non-social
370,1.2,Bias 5,non-social
371,0.6,Bias 5,non-social
372,0.2,Bias 5,non-social
373,0.2,Bias 5,non-social
374,0,Bias 5,non-social
375,0,Bias 5,non-social
376,0,Bias 5,non-social
377,0,Bias 5,non-social
378,0,Bias 5,non-social
379,0,Bias 5,non-social
380,0,Bias 5,non-social
381,0,Bias 5,non-social
382,0,Bias 5,non-social
383,0,Bias 5,non-social
384,0,Bias 5,non-social
385,0,Bias 5,non-social
386,0,Bias 5,non-social
387,0,Bias 5,non-social
388,0,Bias 5,non-social
389,0,Bias 5,non-social
390,0,Bias 5,non-social
391,0,Bias 5,non-social
392,0,Bias 5,non-social
393,0,Bias 5,non-social
394,0,Bias 5,non-social
395,0,Bias 5,non-social
396,0,Bias 5,non-social
397,0.2,Bias 5,non-social
398,0,Bias 5,non-social
399,0,Bias 5,non-social
400,0,Bias 5,non-social
0,0.4,Bias 4,non-social
1,0.2,Bias 4,non-social
2,0,Bias 4,non-social
3,0,Bias 4,non-social
4,0,Bias 4,non-social
5,0,Bias 4,non-social
6,0.2,Bias 4,non-social
7,0.2,Bias 4,non-social
8,0,Bias 4,non-social
9,0,Bias 4,non-social
10,0,Bias 4,non-social
11,0,Bias 4,non-social
12,0,Bias 4,non-social
13,0,Bias 4,non-social
14,0.2,Bias 4,non-social
15,0,Bias 4,non-social
16,0.2,Bias 4,non-social
17,0.2,Bias 4,non-social
18,0.6,Bias 4,non-social
19,0.8,Bias 4,non-social
20,0.8,Bias 4,non-social
21,0.4,Bias 4,non-social
22,0.4,Bias 4,non-social
23,0.6,Bias 4,non-social
24,1.2,Bias 4,non-social
25,0.2,Bias 4,non-social
26,0.4,Bias 4,non-social
27,0.2,Bias 4,non-social
28,0.4,Bias 4,non-social
29,0,Bias 4,non-social
30,0.2,Bias 4,non-social
31,0.2,Bias 4,non-social
32,0,Bias 4,non-social
33,0.4,Bias 4,non-social
34,0,Bias 4,non-social
35,0,Bias 4,non-social
36,0,Bias 4,non-social
37,0,Bias 4,non-social
38,0,Bias 4,non-social
39,0,Bias 4,non-social
40,0,Bias 4,non-social
41,0,Bias 4,non-social
42,0,Bias 4,non-social
43,0,Bias 4,non-social
44,0,Bias 4,non-social
45,0.2,Bias 4,non-social
46,0,Bias 4,non-social
47,0,Bias 4,non-social
48,0,Bias 4,non-social
49,0.8,Bias 4,non-social
50,0.2,Bias 4,non-social
51,0.4,Bias 4,non-social
52,0.4,Bias 4,non-social
53,0,Bias 4,non-social
54,0.2,Bias 4,non-social
55,0,Bias 4,non-social
56,0.4,Bias 4,non-social
57,0,Bias 4,non-social
58,0.2,Bias 4,non-social
59,0.2,Bias 4,non-social
60,0,Bias 4,non-social
61,0,Bias 4,non-social
62,0,Bias 4,non-social
63,0,Bias 4,non-social
64,0,Bias 4,non-social
65,0.2,Bias 4,non-social
66,0,Bias 4,non-social
67,1,Bias 4,non-social
68,0.4,Bias 4,non-social
69,0.2,Bias 4,non-social
70,0.6,Bias 4,non-social
71,0,Bias 4,non-social
72,0,Bias 4,non-social
73,0.2,Bias 4,non-social
74,0.2,Bias 4,non-social
75,0,Bias 4,non-social
76,0.2,Bias 4,non-social
77,0.2,Bias 4,non-social
78,0.4,Bias 4,non-social
79,0,Bias 4,non-social
80,0,Bias 4,non-social
81,0,Bias 4,non-social
82,0.2,Bias 4,non-social
83,0.4,Bias 4,non-social
84,0.6,Bias 4,non-social
85,1.2,Bias 4,non-social
86,1.2,Bias 4,non-social
87,1.4000000000000001,Bias 4,non-social
88,3.5999999999999996,Bias 4,non-social
89,1.2,Bias 4,non-social
90,1.2,Bias 4,non-social
91,1.7999999999999998,Bias 4,non-social
92,3.8,Bias 4,non-social
93,1.2,Bias 4,non-social
94,1,Bias 4,non-social
95,0.8,Bias 4,non-social
96,1,Bias 4,non-social
97,2,Bias 4,non-social
98,1.2,Bias 4,non-social
99,0.4,Bias 4,non-social
100,0.8,Bias 4,non-social
101,0.8,Bias 4,non-social
102,0.8,Bias 4,non-social
103,0.6,Bias 4,non-social
104,0.2,Bias 4,non-social
105,0.4,Bias 4,non-social
106,0.6,Bias 4,non-social
107,0.2,Bias 4,non-social
108,0,Bias 4,non-social
109,0.6,Bias 4,non-social
110,0.2,Bias 4,non-social
111,0,Bias 4,non-social
112,0.2,Bias 4,non-social
113,0,Bias 4,non-social
114,0,Bias 4,non-social
115,0,Bias 4,non-social
116,0,Bias 4,non-social
117,0,Bias 4,non-social
118,0,Bias 4,non-social
119,0,Bias 4,non-social
120,0.2,Bias 4,non-social
121,0,Bias 4,non-social
122,0.2,Bias 4,non-social
123,0,Bias 4,non-social
124,0.2,Bias 4,non-social
125,0.4,Bias 4,non-social
126,0.6,Bias 4,non-social
127,0.8,Bias 4,non-social
128,0.6,Bias 4,non-social
129,0.4,Bias 4,non-social
130,0.6,Bias 4,non-social
131,1.4000000000000001,Bias 4,non-social
132,0.4,Bias 4,non-social
133,0,Bias 4,non-social
134,1.2,Bias 4,non-social
135,0.6,Bias 4,non-social
136,1.2,Bias 4,non-social
137,1.2,Bias 4,non-social
138,1.2,Bias 4,non-social
139,1.6,Bias 4,non-social
140,3,Bias 4,non-social
141,3.5999999999999996,Bias 4,non-social
142,2.1999999999999997,Bias 4,non-social
143,2.6,Bias 4,non-social
144,4,Bias 4,non-social
145,2.6,Bias 4,non-social
146,3,Bias 4,non-social
147,3,Bias 4,non-social
148,2,Bias 4,non-social
149,2.1999999999999997,Bias 4,non-social
150,2,Bias 4,non-social
151,1.4000000000000001,Bias 4,non-social
152,1,Bias 4,non-social
153,1.2,Bias 4,non-social
154,0.6,Bias 4,non-social
155,0.6,Bias 4,non-social
156,1,Bias 4,non-social
157,1,Bias 4,non-social
158,0.8,Bias 4,non-social
159,0.6,Bias 4,non-social
160,1,Bias 4,non-social
161,0.6,Bias 4,non-social
162,0.2,Bias 4,non-social
163,0.4,Bias 4,non-social
164,0.2,Bias 4,non-social
165,0.2,Bias 4,non-social
166,0.4,Bias 4,non-social
167,0.2,Bias 4,non-social
168,0,Bias 4,non-social
169,0,Bias 4,non-social
170,0.4,Bias 4,non-social
171,0.2,Bias 4,non-social
172,0,Bias 4,non-social
173,0.6,Bias 4,non-social
174,0.4,Bias 4,non-social
175,0.2,Bias 4,non-social
176,0,Bias 4,non-social
177,0,Bias 4,non-social
178,0.2,Bias 4,non-social
179,0,Bias 4,non-social
180,0,Bias 4,non-social
181,0,Bias 4,non-social
182,0,Bias 4,non-social
183,0,Bias 4,non-social
184,0,Bias 4,non-social
185,0,Bias 4,non-social
186,0.2,Bias 4,non-social
187,0,Bias 4,non-social
188,0,Bias 4,non-social
189,0,Bias 4,non-social
190,0,Bias 4,non-social
191,0,Bias 4,non-social
192,0,Bias 4,non-social
193,0.2,Bias 4,non-social
194,0,Bias 4,non-social
195,0,Bias 4,non-social
196,0,Bias 4,non-social
197,0.2,Bias 4,non-social
198,0,Bias 4,non-social
199,0,Bias 4,non-social
200,0,Bias 4,non-social
201,0,Bias 4,non-social
202,0,Bias 4,non-social
203,0,Bias 4,non-social
204,0,Bias 4,non-social
205,0,Bias 4,non-social
206,0.4,Bias 4,non-social
207,0.4,Bias 4,non-social
208,0.2,Bias 4,non-social
209,0,Bias 4,non-social
210,0,Bias 4,non-social
211,0,Bias 4,non-social
212,0,Bias 4,non-social
213,0,Bias 4,non-social
214,0,Bias 4,non-social
215,0.2,Bias 4,non-social
216,0,Bias 4,non-social
217,0,Bias 4,non-social
218,0,Bias 4,non-social
219,0,Bias 4,non-social
220,0.2,Bias 4,non-social
221,0.6,Bias 4,non-social
222,0.2,Bias 4,non-social
223,0.8,Bias 4,non-social
224,0.4,Bias 4,non-social
225,0.2,Bias 4,non-social
226,0.4,Bias 4,non-social
227,0.2,Bias 4,non-social
228,0.2,Bias 4,non-social
229,1.2,Bias 4,non-social
230,0.6,Bias 4,non-social
231,0.8,Bias 4,non-social
232,1,Bias 4,non-social
233,1.2,Bias 4,non-social
234,0.4,Bias 4,non-social
235,0.8,Bias 4,non-social
236,1.2,Bias 4,non-social
237,0.6,Bias 4,non-social
238,0,Bias 4,non-social
239,0,Bias 4,non-social
240,0,Bias 4,non-social
241,0,Bias 4,non-social
242,0.2,Bias 4,non-social
243,0,Bias 4,non-social
244,0.4,Bias 4,non-social
245,0.4,Bias 4,non-social
246,0,Bias 4,non-social
247,0.2,Bias 4,non-social
248,0.2,Bias 4,non-social
249,0,Bias 4,non-social
250,0.2,Bias 4,non-social
251,0.6,Bias 4,non-social
252,0.2,Bias 4,non-social
253,0.6,Bias 4,non-social
254,0,Bias 4,non-social
255,0.6,Bias 4,non-social
256,0.6,Bias 4,non-social
257,1.2,Bias 4,non-social
258,0.2,Bias 4,non-social
259,0,Bias 4,non-social
260,0.6,Bias 4,non-social
261,1.4000000000000001,Bias 4,non-social
262,0.6,Bias 4,non-social
263,0.2,Bias 4,non-social
264,0.4,Bias 4,non-social
265,0.2,Bias 4,non-social
266,0,Bias 4,non-social
267,0,Bias 4,non-social
268,0.2,Bias 4,non-social
269,0,Bias 4,non-social
270,0,Bias 4,non-social
271,0.2,Bias 4,non-social
272,0,Bias 4,non-social
273,0,Bias 4,non-social
274,0,Bias 4,non-social
275,0,Bias 4,non-social
276,0.2,Bias 4,non-social
277,0,Bias 4,non-social
278,0,Bias 4,non-social
279,0.2,Bias 4,non-social
280,0,Bias 4,non-social
281,0,Bias 4,non-social
282,0,Bias 4,non-social
283,0,Bias 4,non-social
284,0,Bias 4,non-social
285,0.2,Bias 4,non-social
286,0,Bias 4,non-social
287,0.4,Bias 4,non-social
288,0.2,Bias 4,non-social
289,0.4,Bias 4,non-social
290,0,Bias 4,non-social
291,0.2,Bias 4,non-social
292,0.2,Bias 4,non-social
293,0,Bias 4,non-social
294,0,Bias 4,non-social
295,0,Bias 4,non-social
296,0,Bias 4,non-social
297,0.4,Bias 4,non-social
298,0.2,Bias 4,non-social
299,0.2,Bias 4,non-social
300,0,Bias 4,non-social
301,0,Bias 4,non-social
302,0,Bias 4,non-social
303,0,Bias 4,non-social
304,0,Bias 4,non-social
305,0.4,Bias 4,non-social
306,0,Bias 4,non-social
307,0.4,Bias 4,non-social
308,0,Bias 4,non-social
309,0,Bias 4,non-social
310,0,Bias 4,non-social
311,0,Bias 4,non-social
312,0,Bias 4,non-social
313,0,Bias 4,non-social
314,0,Bias 4,non-social
315,0.2,Bias 4,non-social
316,0,Bias 4,non-social
317,0,Bias 4,non-social
318,0,Bias 4,non-social
319,0.4,Bias 4,non-social
320,0.2,Bias 4,non-social
321,0.2,Bias 4,non-social
322,0,Bias 4,non-social
323,0.4,Bias 4,non-social
324,0.2,Bias 4,non-social
325,0.2,Bias 4,non-social
326,1.6,Bias 4,non-social
327,1.4000000000000001,Bias 4,non-social
328,1.6,Bias 4,non-social
329,2,Bias 4,non-social
330,1.2,Bias 4,non-social
331,1.2,Bias 4,non-social
332,1.7999999999999998,Bias 4,non-social
333,1.6,Bias 4,non-social
334,1.2,Bias 4,non-social
335,1.2,Bias 4,non-social
336,0.8,Bias 4,non-social
337,0.6,Bias 4,non-social
338,0.8,Bias 4,non-social
339,1.6,Bias 4,non-social
340,1,Bias 4,non-social
341,1.6,Bias 4,non-social
342,1.2,Bias 4,non-social
343,1,Bias 4,non-social
344,0.2,Bias 4,non-social
345,0.4,Bias 4,non-social
346,0,Bias 4,non-social
347,0,Bias 4,non-social
348,0.4,Bias 4,non-social
349,0,Bias 4,non-social
350,0,Bias 4,non-social
351,0,Bias 4,non-social
352,1,Bias 4,non-social
353,0.2,Bias 4,non-social
354,0,Bias 4,non-social
355,0.2,Bias 4,non-social
356,0.4,Bias 4,non-social
357,0,Bias 4,non-social
358,0.4,Bias 4,non-social
359,1.2,Bias 4,non-social
360,1.4000000000000001,Bias 4,non-social
361,1,Bias 4,non-social
362,1,Bias 4,non-social
363,1,Bias 4,non-social
364,0.4,Bias 4,non-social
365,0.2,Bias 4,non-social
366,0.4,Bias 4,non-social
367,0.2,Bias 4,non-social
368,0.8,Bias 4,non-social
369,0.4,Bias 4,non-social
370,0.8,Bias 4,non-social
371,0.2,Bias 4,non-social
372,1,Bias 4,non-social
373,0.2,Bias 4,non-social
374,0.4,Bias 4,non-social
375,0,Bias 4,non-social
376,0.2,Bias 4,non-social
377,0.2,Bias 4,non-social
378,0,Bias 4,non-social
379,0,Bias 4,non-social
380,0,Bias 4,non-social
381,0.4,Bias 4,non-social
382,0,Bias 4,non-social
383,0,Bias 4,non-social
384,0,Bias 4,non-social
385,0,Bias 4,non-social
386,0,Bias 4,non-social
387,0,Bias 4,non-social
388,0,Bias 4,non-social
389,0,Bias 4,non-social
390,0,Bias 4,non-social
391,0,Bias 4,non-social
392,0,Bias 4,non-social
393,0.2,Bias 4,non-social
394,0,Bias 4,non-social
395,0,Bias 4,non-social
396,0.4,Bias 4,non-social
397,0,Bias 4,non-social
398,0.2,Bias 4,non-social
399,0,Bias 4,non-social
